Date,Open,High,Low,Close,Adj Close,Volume
2021-06-07,94.680000,94.680000,93.870003,94.080002,93.682648,481100
2021-06-08,93.660004,94.180000,92.930000,94.000000,93.602982,416800
2021-06-09,93.570000,93.739998,92.900002,93.029999,92.637077,1066200
2021-06-10,93.779999,93.900002,91.949997,92.029999,91.641304,505200
2021-06-11,92.250000,92.610001,92.120003,92.589996,92.198936,602700
2021-06-14,92.510002,92.589996,91.169998,91.629997,91.242989,534600
2021-06-15,91.699997,92.440002,91.279999,92.070000,91.681137,541900
2021-06-16,91.830002,92.599998,90.910004,91.989998,91.601471,466100
2021-06-17,92.510002,92.510002,89.050003,89.300003,88.922836,814000
2021-06-18,88.169998,88.389999,87.040001,87.129997,86.761993,807400
2021-06-21,87.489998,88.949997,87.430000,88.860001,88.860001,712900
2021-06-22,89.029999,89.320000,88.169998,88.930000,88.930000,984400
2021-06-23,89.239998,89.639999,89.010002,89.190002,89.190002,356400
2021-06-24,89.669998,90.519997,89.290001,90.279999,90.279999,477400
2021-06-25,90.839996,91.589996,90.300003,91.379997,91.379997,527300
2021-06-28,91.220001,91.239998,90.070000,90.500000,90.500000,640200
2021-06-29,90.940002,91.349998,89.970001,90.209999,90.209999,960400
2021-06-30,90.000000,90.699997,89.919998,90.449997,90.449997,303500
2021-07-01,90.879997,91.290001,90.470001,91.209999,91.209999,1294100
2021-07-02,91.199997,91.300003,90.690002,91.029999,91.029999,703700
2021-07-06,90.839996,90.839996,88.980003,89.629997,89.629997,550700
2021-07-07,89.040001,89.870003,88.830002,89.669998,89.669998,471800
2021-07-08,88.010002,88.790001,87.419998,87.930000,87.930000,473000
2021-07-09,89.089996,90.529999,89.000000,90.389999,90.389999,2286200
2021-07-12,89.970001,91.430000,89.589996,91.360001,91.360001,2857000
2021-07-13,91.059998,91.070000,89.900002,90.169998,90.169998,1289000
2021-07-14,90.260002,90.800003,88.800003,89.639999,89.639999,789300
2021-07-15,88.949997,90.580002,88.949997,90.099998,90.099998,1486100
2021-07-16,90.620003,90.620003,88.639999,88.820000,88.820000,778400
2021-07-19,87.000000,87.440002,85.849998,86.320000,86.320000,1144600
2021-07-20,86.430000,89.199997,86.269997,88.489998,88.489998,488400
2021-07-21,89.279999,90.470001,89.279999,90.000000,90.000000,271400
2021-07-22,89.860001,89.980003,88.690002,89.050003,89.050003,916600
2021-07-23,89.699997,90.169998,89.040001,89.269997,89.269997,647600
2021-07-26,89.160004,90.000000,89.160004,89.779999,89.779999,243400
2021-07-27,89.139999,90.120003,88.750000,89.809998,89.809998,327900
2021-07-28,90.129997,90.370003,89.000000,89.769997,89.769997,310900
2021-07-29,90.389999,91.220001,90.029999,90.760002,90.760002,444400
2021-07-30,90.480003,91.269997,89.889999,90.190002,90.190002,334400
2021-08-02,90.660004,91.830002,89.980003,90.000000,90.000000,268600
2021-08-03,90.400002,91.089996,89.080002,90.919998,90.919998,229600
2021-08-04,90.260002,91.230003,90.050003,90.389999,90.389999,353300
2021-08-05,90.889999,91.559998,90.889999,91.510002,91.510002,253400
2021-08-06,92.419998,93.550003,92.419998,93.360001,93.360001,462200
2021-08-09,93.260002,93.949997,92.720001,93.529999,93.529999,794700
2021-08-10,93.540001,94.680000,93.309998,94.430000,94.430000,745000
2021-08-11,94.720001,95.500000,94.250000,95.449997,95.449997,597200
2021-08-12,95.510002,95.709999,94.959999,95.550003,95.550003,307500
2021-08-13,95.639999,95.739998,94.730003,94.959999,94.959999,308100
2021-08-16,94.339996,94.769997,93.529999,94.769997,94.769997,303700
