Date,Open,High,Low,Close,Adj Close,Volume
2021-06-07,186.979996,187.050003,185.750000,186.559998,185.495926,67100
2021-06-08,186.779999,186.850006,185.179993,185.360001,184.302780,101800
2021-06-09,185.160004,185.610001,184.220001,184.220001,183.169281,96500
2021-06-10,184.740005,185.619995,184.649994,185.220001,184.163574,56500
2021-06-11,185.779999,185.779999,184.449997,185.270004,184.213287,59800
2021-06-14,185.210007,185.210007,184.020004,185.119995,184.064133,89200
2021-06-15,185.169998,185.490005,184.399994,184.539993,183.487442,93900
2021-06-16,184.399994,184.619995,181.990005,182.199997,181.160797,103900
2021-06-17,181.839996,182.839996,181.539993,182.550003,181.508804,102600
2021-06-18,181.360001,181.360001,179.259995,179.360001,178.336990,123900
2021-06-21,179.360001,180.419998,179.169998,180.259995,180.259995,904500
2021-06-22,180.410004,181.270004,180.059998,180.800003,180.800003,73100
2021-06-23,180.710007,180.710007,179.759995,179.759995,179.759995,95600
2021-06-24,180.089996,180.770004,179.740005,180.490005,180.490005,102900
2021-06-25,180.929993,182.110001,180.460007,181.919998,181.919998,62900
2021-06-28,182.080002,182.419998,181.570007,181.979996,181.979996,53900
2021-06-29,182.199997,182.369995,180.970001,181.130005,181.130005,62600
2021-06-30,181.389999,182.520004,181.389999,182.509995,182.509995,65100
2021-07-01,182.820007,182.910004,181.720001,181.830002,181.830002,75200
2021-07-02,182.389999,182.800003,182.100006,182.149994,182.149994,59000
2021-07-06,182.119995,182.139999,180.600006,181.410004,181.410004,77100
2021-07-07,181.199997,182.869995,181.199997,182.309998,182.309998,59100
2021-07-08,181.199997,182.149994,180.960007,181.770004,181.770004,66100
2021-07-09,182.520004,183.149994,182.520004,182.800003,182.800003,105900
2021-07-12,182.539993,182.699997,181.830002,182.600006,182.600006,113600
2021-07-13,182.160004,183.259995,181.830002,182.050003,182.050003,508700
2021-07-14,182.380005,183.779999,182.179993,183.550003,183.550003,92400
2021-07-15,183.139999,184.300003,182.710007,184.300003,184.300003,117400
2021-07-16,184.779999,185.179993,184.110001,184.220001,184.220001,85300
2021-07-19,183.500000,184.600006,182.130005,183.720001,183.720001,112600
2021-07-20,183.889999,185.539993,183.419998,184.080002,184.080002,422600
2021-07-21,185.009995,185.179993,183.660004,183.750000,183.750000,84600
2021-07-22,183.160004,183.600006,182.279999,183.179993,183.179993,69800
2021-07-23,183.289993,185.369995,182.850006,185.029999,185.029999,877200
2021-07-26,184.929993,185.710007,184.630005,185.559998,185.559998,117200
2021-07-27,185.339996,186.389999,185.000000,185.740005,185.740005,77300
2021-07-28,185.550003,185.699997,184.000000,184.350006,184.350006,73900
2021-07-29,185.119995,185.880005,184.660004,185.250000,185.250000,62100
2021-07-30,185.410004,186.470001,185.300003,185.500000,185.500000,73600
2021-08-02,185.550003,185.779999,184.589996,184.740005,184.740005,88300
2021-08-03,184.850006,185.960007,184.440002,185.539993,185.539993,96100
2021-08-04,184.899994,184.899994,183.000000,183.039993,183.039993,129100
2021-08-05,184.009995,184.300003,183.759995,184.130005,184.130005,63400
2021-08-06,184.610001,184.830002,183.899994,184.169998,184.169998,76200
2021-08-09,184.809998,185.039993,184.470001,184.820007,184.820007,59200
2021-08-10,185.190002,186.169998,185.009995,186.119995,186.119995,59400
2021-08-11,186.880005,187.360001,186.619995,186.699997,186.699997,106400
2021-08-12,186.880005,186.899994,186.320007,186.649994,186.649994,44100
2021-08-13,186.979996,188.199997,186.979996,187.979996,187.979996,92000
2021-08-16,187.940002,189.089996,187.720001,189.080002,189.080002,118700
2021-08-17,188.580002,189.679993,188.179993,189.139999,189.139999,169400
2021-08-18,188.789993,189.000000,186.600006,186.660004,186.660004,79700
2021-08-19,185.589996,188.279999,185.399994,187.880005,187.880005,92700
2021-08-20,187.880005,188.860001,187.350006,188.369995,188.369995,88600
2021-08-23,188.369995,188.669998,187.789993,187.960007,187.960007,65900
2021-08-24,188.000000,188.000000,186.410004,186.630005,186.630005,66900
2021-08-25,186.630005,186.919998,185.809998,186.539993,186.539993,74700
2021-08-26,186.250000,186.250000,185.100006,185.539993,185.539993,86600
2021-08-27,185.830002,186.740005,185.470001,186.470001,186.470001,54900
2021-08-30,186.440002,187.360001,186.429993,187.199997,187.199997,73100
2021-08-31,187.270004,187.740005,186.919998,187.610001,187.610001,137900
2021-09-01,187.889999,188.679993,187.419998,188.449997,188.449997,120200
2021-09-02,189.000000,189.580002,188.729996,189.210007,189.210007,153300
2021-09-03,188.520004,189.169998,188.240005,188.960007,188.960007,53800
2021-09-07,188.839996,188.839996,186.880005,186.949997,186.949997,121200
2021-09-08,186.500000,188.429993,186.500000,188.380005,188.380005,111200
2021-09-09,187.880005,187.970001,186.979996,187.089996,187.089996,74800
2021-09-10,187.500000,187.500000,185.970001,186.250000,186.250000,70000
2021-09-13,187.050003,188.100006,186.270004,186.610001,186.610001,63700
2021-09-14,187.220001,187.220001,185.220001,185.479996,185.479996,86200
2021-09-15,185.399994,186.619995,185.160004,186.440002,186.440002,48700
2021-09-16,186.050003,186.679993,184.369995,185.979996,185.979996,75900
2021-09-17,185.750000,185.919998,185.100006,185.210007,185.210007,67300
2021-09-20,183.440002,184.539993,181.660004,183.089996,183.089996,145400
2021-09-21,183.729996,184.899994,182.600006,182.850006,182.850006,60200
2021-09-22,184.039993,184.570007,183.289993,183.529999,183.529999,89000
2021-09-23,183.779999,185.000000,183.690002,184.139999,184.139999,49600
2021-09-24,183.759995,184.839996,183.759995,184.419998,184.419998,77700
2021-09-27,184.119995,185.059998,183.759995,183.770004,183.770004,40700
2021-09-28,183.440002,183.529999,181.160004,181.649994,181.649994,88300
